1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0
